RX Date/Time,Fx(field 1),Fz(field 2),Mx(field 3),My(field 4),Mz(field 5)
2024/09/19/ 18:04:02::286,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:02::348,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:02::454,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:02::548,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:02::637,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:02::734,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:02::846,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:02::932,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:03::056,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:03::170,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:03::201,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:03::307,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:03::400,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:03::494,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:03::599,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:03::700,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:03::805,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:03::868,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:03::969,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::060,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::163,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:04::259,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::336,0.17,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::441,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::536,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:04::631,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:04::741,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::841,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:04::938,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::045,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::101,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:05::198,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::297,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::394,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::483,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:05::608,0.17,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:05::714,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:05::809,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::909,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:05::964,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:06::064,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:06::147,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:06::247,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:06::367,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:06::479,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:06::523,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:06::619,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:06::710,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:06::800,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:06::922,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:07::021,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:07::139,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:07::216,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:07::280,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:07::376,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:07::464,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:07::566,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:07::663,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:07::781,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:07::839,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:07::941,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:08::040,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:08::132,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:08::229,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:08::322,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:08::430,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:08::554,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:08::598,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:08::698,0.16,10.90,0.14,0.02,0.01
2024/09/19/ 18:04:08::796,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:08::897,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:08::979,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:09::084,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:09::166,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:09::256,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:09::363,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:09::457,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:09::552,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:09::639,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:09::744,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:09::848,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:09::919,0.16,11.10,0.13,0.02,0.01
2024/09/19/ 18:04:10::019,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:10::120,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:10::207,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:10::302,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:10::411,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:10::528,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:10::610,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:10::690,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:10::775,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:10::877,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:10::966,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:11::074,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:11::177,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:11::261,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:11::345,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:11::443,0.17,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:11::541,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:11::626,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:11::725,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:11::834,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:11::908,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:12::002,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:12::107,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:12::202,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:12::298,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:12::402,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:12::502,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:12::572,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:12::661,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:12::762,0.16,11.30,0.14,0.02,0.01
2024/09/19/ 18:04:12::854,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:12::944,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::052,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:13::150,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:13::262,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::325,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:13::431,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::523,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::617,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:13::703,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::805,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::914,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:13::991,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::098,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::186,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::278,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::379,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::478,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:14::573,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::691,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:14::761,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:14::848,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:14::946,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:15::042,0.16,11.30,0.14,0.02,0.01
2024/09/19/ 18:04:15::122,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:15::222,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:15::329,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:15::437,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:15::518,0.16,11.00,0.14,0.02,0.01
2024/09/19/ 18:04:15::605,0.16,11.10,0.13,0.02,0.01
2024/09/19/ 18:04:15::704,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:15::803,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:15::893,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:15::988,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:16::106,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::172,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::262,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::355,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::460,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::553,0.16,10.80,0.14,0.02,0.01
2024/09/19/ 18:04:16::651,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::754,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:16::830,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:16::935,0.16,11.20,0.13,0.02,0.01
2024/09/19/ 18:04:17::026,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:17::123,0.16,11.30,0.14,0.02,0.01
2024/09/19/ 18:04:17::216,0.16,11.10,0.13,0.02,0.01
2024/09/19/ 18:04:17::315,0.16,11.20,0.13,0.02,0.01
2024/09/19/ 18:04:17::420,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:17::532,0.16,11.30,0.14,0.02,0.01
2024/09/19/ 18:04:17::595,0.16,11.40,0.14,0.02,0.01
2024/09/19/ 18:04:17::692,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:17::783,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:17::875,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:17::995,0.16,11.10,0.14,0.02,0.01
2024/09/19/ 18:04:18::077,0.16,11.30,0.14,0.02,0.01
2024/09/19/ 18:04:18::172,0.16,11.30,0.14,0.02,0.01
2024/09/19/ 18:04:18::249,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:18::353,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:18::449,0.16,11.30,0.13,0.02,0.01
2024/09/19/ 18:04:18::544,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:18::638,0.16,11.20,0.14,0.02,0.01
2024/09/19/ 18:04:18::749,0.16,11.30,0.14,0.02,0.01
