RX Date/Time,Fx(field 1),Fz(field 2),Mx(field 3),My(field 4),Mz(field 5)
2024/09/19/ 19:43:02::584,-2.29,15.10,-2.14,-0.15,-0.10
2024/09/19/ 19:43:02::669,-2.28,15.00,-2.14,-0.14,-0.10
2024/09/19/ 19:43:02::794,-2.29,15.00,-2.14,-0.14,-0.10
2024/09/19/ 19:43:02::895,-2.30,15.00,-2.16,-0.15,-0.10
2024/09/19/ 19:43:02::979,-2.30,14.90,-2.16,-0.14,-0.10
2024/09/19/ 19:43:03::126,-2.31,15.00,-2.16,-0.15,-0.10
2024/09/19/ 19:43:03::138,-2.32,15.00,-2.17,-0.15,-0.10
2024/09/19/ 19:43:03::229,-2.33,15.00,-2.18,-0.15,-0.10
2024/09/19/ 19:43:03::340,-2.32,15.00,-2.17,-0.15,-0.10
2024/09/19/ 19:43:03::415,-2.33,15.00,-2.18,-0.15,-0.10
2024/09/19/ 19:43:03::534,-2.33,15.00,-2.18,-0.15,-0.10
2024/09/19/ 19:43:03::650,-2.32,15.00,-2.18,-0.15,-0.10
2024/09/19/ 19:43:03::701,-2.33,14.80,-2.18,-0.15,-0.10
2024/09/19/ 19:43:03::795,-2.33,15.00,-2.17,-0.15,-0.10
2024/09/19/ 19:43:03::901,-2.32,14.90,-2.17,-0.15,-0.10
2024/09/19/ 19:43:03::986,-2.32,14.90,-2.18,-0.15,-0.10
2024/09/19/ 19:43:04::094,-2.32,15.00,-2.17,-0.15,-0.10
2024/09/19/ 19:43:04::186,-2.32,15.00,-2.17,-0.15,-0.10
2024/09/19/ 19:43:04::304,-2.33,15.00,-2.18,-0.15,-0.10
2024/09/19/ 19:43:04::403,-2.33,14.90,-2.18,-0.15,-0.10
2024/09/19/ 19:43:04::494,-2.33,14.90,-2.18,-0.15,-0.10
2024/09/19/ 19:43:04::572,-2.35,14.70,-2.19,-0.16,-0.10
2024/09/19/ 19:43:04::658,-2.36,14.90,-2.20,-0.16,-0.11
2024/09/19/ 19:43:04::755,-2.37,15.00,-2.21,-0.16,-0.11
2024/09/19/ 19:43:04::859,-2.36,15.00,-2.20,-0.15,-0.11
2024/09/19/ 19:43:04::975,-2.36,14.90,-2.21,-0.15,-0.11
2024/09/19/ 19:43:05::073,-2.37,15.00,-2.21,-0.15,-0.11
2024/09/19/ 19:43:05::161,-2.37,15.00,-2.22,-0.16,-0.11
2024/09/19/ 19:43:05::301,-2.38,14.90,-2.22,-0.16,-0.11
2024/09/19/ 19:43:05::308,-2.37,14.90,-2.21,-0.16,-0.11
2024/09/19/ 19:43:05::412,-2.35,15.00,-2.20,-0.16,-0.11
2024/09/19/ 19:43:05::512,-2.36,14.90,-2.21,-0.15,-0.11
2024/09/19/ 19:43:05::622,-2.36,15.00,-2.21,-0.15,-0.11
2024/09/19/ 19:43:05::729,-2.37,14.90,-2.21,-0.15,-0.11
2024/09/19/ 19:43:05::861,-2.35,14.90,-2.19,-0.15,-0.11
2024/09/19/ 19:43:05::889,-2.34,15.00,-2.19,-0.15,-0.10
2024/09/19/ 19:43:05::981,-2.33,14.90,-2.17,-0.15,-0.10
2024/09/19/ 19:43:06::068,-2.34,15.10,-2.18,-0.15,-0.10
2024/09/19/ 19:43:06::173,-2.33,14.90,-2.17,-0.16,-0.10
2024/09/19/ 19:43:06::312,-2.31,14.90,-2.16,-0.15,-0.10
2024/09/19/ 19:43:06::394,-2.31,14.90,-2.16,-0.15,-0.10
2024/09/19/ 19:43:06::470,-2.31,14.90,-2.16,-0.15,-0.10
2024/09/19/ 19:43:06::602,-2.33,14.90,-2.17,-0.16,-0.10
2024/09/19/ 19:43:06::633,-2.32,15.00,-2.16,-0.16,-0.10
2024/09/19/ 19:43:06::740,-2.20,15.00,-2.05,-0.15,-0.10
2024/09/19/ 19:43:06::835,-1.00,15.00,-0.93,-0.07,-0.04
2024/09/19/ 19:43:06::925,0.35,15.00,0.31,0.04,0.01
2024/09/19/ 19:43:07::031,-0.03,14.90,-0.04,0.00,-0.00
2024/09/19/ 19:43:07::153,-0.30,14.90,-0.27,-0.04,-0.01
2024/09/19/ 19:43:07::201,-0.19,15.00,-0.17,-0.01,-0.01
2024/09/19/ 19:43:07::310,-0.17,15.00,-0.16,-0.01,-0.01
2024/09/19/ 19:43:07::412,-0.16,14.90,-0.15,-0.01,-0.01
2024/09/19/ 19:43:07::517,-0.18,15.00,-0.17,-0.01,-0.01
2024/09/19/ 19:43:07::612,-0.17,14.90,-0.16,-0.01,-0.01
2024/09/19/ 19:43:07::728,-0.17,14.90,-0.16,-0.01,-0.01
2024/09/19/ 19:43:07::818,-0.18,14.90,-0.17,-0.01,-0.01
2024/09/19/ 19:43:07::912,-0.18,14.90,-0.17,-0.01,-0.01
2024/09/19/ 19:43:07::961,-0.18,15.00,-0.17,-0.01,-0.01
2024/09/19/ 19:43:08::099,-0.18,14.90,-0.17,-0.01,-0.01
2024/09/19/ 19:43:08::234,-0.19,14.90,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::256,-0.19,14.80,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::357,-0.19,14.90,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::498,-0.20,15.00,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::593,-0.19,14.90,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::666,-0.19,15.00,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::807,-0.19,14.80,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::823,-0.19,14.90,-0.18,-0.01,-0.01
2024/09/19/ 19:43:08::927,-0.19,15.00,-0.18,-0.01,-0.01
2024/09/19/ 19:43:09::033,-0.20,15.00,-0.18,-0.01,-0.01
2024/09/19/ 19:43:09::122,-0.20,15.00,-0.18,-0.01,-0.01
